Deportista: deportista_697, Especialidad: lanzamiento de disco,   Mejor marca: 7905.0 en Torneo de Argentina, intento 3  Peor marca: 7188.0 en Torneo de Bulgaria, intento 7
Deportista: deportista_338, Especialidad: carrera 42000 m,   Mejor marca: 7304505.0 en Torneo de Lebanon, intento 1  Peor marca: 8028679.0 en Torneo de Chile, intento 1
Deportista: deportista_294, Especialidad: carrera 21000 m,   Mejor marca: 3484102.0 en Torneo de Papua New Guinea, intento 1  Peor marca: 3827516.0 en Torneo de Guatemala, intento 1
Deportista: deportista_29, Especialidad: carrera 200 m,   Mejor marca: 19515.0 en Torneo de Belize, intento 1  Peor marca: 21448.0 en Torneo de Japan, intento 1
Deportista: deportista_419, Especialidad: carrera 400 m con vallas,   Mejor marca: 46121.0 en Torneo de Serbia, intento 1  Peor marca: 50623.0 en Torneo de Suriname, intento 1
Deportista: deportista_517, Especialidad: salto de altura,   Mejor marca: 261.0 en Torneo de Italy, intento 7  Peor marca: 237.0 en Torneo de Chile, intento 7
Deportista: deportista_260, Especialidad: carrera 42000 m,   Mejor marca: 7307624.0 en Torneo de Russia, intento 1  Peor marca: 8030678.0 en Torneo de Malta, intento 1
Deportista: deportista_408, Especialidad: carrera 400 m con vallas,   Mejor marca: 46094.0 en Torneo de Comoros, intento 1  Peor marca: 50687.0 en Torneo de Azerbaijan, intento 1
Deportista: deportista_745, Especialidad: lanzamiento de martillo,   Mejor marca: 8989.0 en Torneo de Rwanda, intento 6  Peor marca: 8177.0 en Torneo de Timor-Leste, intento 1
Deportista: deportista_101, Especialidad: carrera 400 m,   Mejor marca: 43455.0 en Torneo de Papua New Guinea, intento 1  Peor marca: 47794.0 en Torneo de Israel, intento 1
Deportista: deportista_199, Especialidad: carrera 1500 m,   Mejor marca: 208792.0 en Torneo de Mongolia, intento 1  Peor marca: 229613.0 en Torneo de Chile, intento 1
Deportista: deportista_42, Especialidad: carrera 100 m,   Mejor marca: 9760.0 en Torneo de Guinea-Bissau, intento 1  Peor marca: 10736.0 en Torneo de Russia, intento 1
Deportista: deportista_448, Especialidad: carrera 3000 m con vallas,   Mejor marca: 481590.0 en Torneo de Greece, intento 1  Peor marca: 528948.0 en Torneo de Slovenia, intento 1
Deportista: deportista_398, Especialidad: carrera 110 m con vallas,   Mejor marca: 12129.0 en Torneo de Sudan, intento 1  Peor marca: 13304.0 en Torneo de Bangladesh, intento 1
Deportista: deportista_199, Especialidad: carrera 5000 m,   Mejor marca: 772743.0 en Torneo de Grenada, intento 1  Peor marca: 848834.0 en Torneo de Mexico, intento 1
Deportista: deportista_161, Especialidad: carrera 800 m,   Mejor marca: 101999.0 en Torneo de Myanmar, intento 1  Peor marca: 112070.0 en Torneo de Bahamas, intento 1
Deportista: deportista_759, Especialidad: lanzamiento de martillo,   Mejor marca: 8992.0 en Torneo de Kuwait, intento 2  Peor marca: 8185.0 en Torneo de Nicaragua, intento 7
Deportista: deportista_292, Especialidad: carrera 21000 m,   Mejor marca: 3482012.0 en Torneo de Lebanon, intento 1  Peor marca: 3826570.0 en Torneo de Poland, intento 1
Deportista: deportista_801, Especialidad: lanzamiento de jabalina,   Mejor marca: 9967.0 en Torneo de Austria, intento 4  Peor marca: 9062.0 en Torneo de Switzerland, intento 9
Deportista: deportista_447, Especialidad: carrera 3000 m con vallas,   Mejor marca: 481168.0 en Torneo de Sweden, intento 1  Peor marca: 528889.0 en Torneo de Kazakhstan, intento 1
Deportista: deportista_24, Especialidad: carrera 100 m,   Mejor marca: 9766.0 en Torneo de Congo Democratic Republic of the, intento 1  Peor marca: 10728.0 en Torneo de Finland, intento 1
Deportista: deportista_2, Especialidad: carrera 200 m,   Mejor marca: 19505.0 en Torneo de French Guiana, intento 1  Peor marca: 21444.0 en Torneo de South Sudan, intento 1
Deportista: deportista_150, Especialidad: carrera 800 m,   Mejor marca: 101928.0 en Torneo de Georgia, intento 1  Peor marca: 112020.0 en Torneo de Timor-Leste, intento 1
Deportista: deportista_457, Especialidad: carrera 3000 m con vallas,   Mejor marca: 481452.0 en Torneo de Mauritania, intento 1  Peor marca: 528660.0 en Torneo de Benin, intento 1
Deportista: deportista_145, Especialidad: carrera 800 m,   Mejor marca: 101983.0 en Torneo de Angola, intento 1  Peor marca: 112078.0 en Torneo de Japan, intento 1
Deportista: deportista_181, Especialidad: carrera 5000 m,   Mejor marca: 772861.0 en Torneo de Nicaragua, intento 1  Peor marca: 849217.0 en Torneo de Grenada, intento 1
Deportista: deportista_274, Especialidad: carrera 10000 m,   Mejor marca: 1608306.0 en Torneo de Belarus, intento 1  Peor marca: 1768547.0 en Torneo de Mauritius, intento 1
Deportista: deportista_523, Especialidad: salto de altura,   Mejor marca: 261.0 en Torneo de Nicaragua, intento 6  Peor marca: 237.0 en Torneo de Albania, intento 3
Deportista: deportista_230, Especialidad: carrera 5000 m,   Mejor marca: 772342.0 en Torneo de Malawi, intento 1  Peor marca: 849076.0 en Torneo de Lebanon, intento 1
Deportista: deportista_122, Especialidad: carrera 400 m,   Mejor marca: 43452.0 en Torneo de Brazil, intento 1  Peor marca: 47776.0 en Torneo de Laos, intento 1
Deportista: deportista_225, Especialidad: carrera 5000 m,   Mejor marca: 772162.0 en Torneo de Maldives, intento 1  Peor marca: 849293.0 en Torneo de Mongolia, intento 1
Deportista: deportista_188, Especialidad: carrera 1500 m,   Mejor marca: 208883.0 en Torneo de Antigua and Barbuda, intento 1  Peor marca: 229523.0 en Torneo de Zimbabwe, intento 1
Deportista: deportista_437, Especialidad: carrera 400 m con vallas,   Mejor marca: 46100.0 en Torneo de Bolivia, intento 1  Peor marca: 50698.0 en Torneo de Comoros, intento 1
Deportista: deportista_440, Especialidad: carrera 400 m con vallas,   Mejor marca: 46113.0 en Torneo de Indonesia, intento 1  Peor marca: 50675.0 en Torneo de Cambodia, intento 1
Deportista: deportista_783, Especialidad: lanzamiento de jabalina,   Mejor marca: 9967.0 en Torneo de Kuwait, intento 4  Peor marca: 9064.0 en Torneo de Norway, intento 4
Deportista: deportista_630, Especialidad: salto triple,   Mejor marca: 1996.0 en Torneo de Norway, intento 1  Peor marca: 1815.0 en Torneo de Fiji, intento 1
Deportista: deportista_387, Especialidad: carrera 110 m con vallas,   Mejor marca: 12100.0 en Torneo de Eritrea, intento 1  Peor marca: 13308.0 en Torneo de New Zealand, intento 1
Deportista: deportista_382, Especialidad: carrera 110 m con vallas,   Mejor marca: 12100.0 en Torneo de Dominica, intento 1  Peor marca: 13304.0 en Torneo de Ecuador, intento 1
Deportista: deportista_543, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Sri Lanka, intento 6  Peor marca: 606.0 en Torneo de Netherlands, intento 9
Deportista: deportista_176, Especialidad: carrera 10000 m,   Mejor marca: 1608164.0 en Torneo de Kosovo, intento 1  Peor marca: 1768354.0 en Torneo de Slovakia, intento 1
Deportista: deportista_337, Especialidad: carrera 42000 m,   Mejor marca: 7302469.0 en Torneo de Mozambique, intento 1  Peor marca: 8025541.0 en Torneo de Grenada, intento 1
Deportista: deportista_533, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Venezuela, intento 5  Peor marca: 606.0 en Torneo de Monaco, intento 7
Deportista: deportista_584, Especialidad: salto largo,   Mejor marca: 956.0 en Torneo de Libya, intento 9  Peor marca: 869.0 en Torneo de Mauritius, intento 3
Deportista: deportista_1, Especialidad: carrera 100 m,   Mejor marca: 9762.0 en Torneo de Philippines, intento 1  Peor marca: 10726.0 en Torneo de Latvia, intento 1
Deportista: deportista_645, Especialidad: lanzamiento de bala,   Mejor marca: 2519.0 en Torneo de Ukraine, intento 6  Peor marca: 2291.0 en Torneo de Canada, intento 7
Deportista: deportista_284, Especialidad: carrera 21000 m,   Mejor marca: 3484230.0 en Torneo de Bulgaria, intento 1  Peor marca: 3827647.0 en Torneo de Namibia, intento 1
Deportista: deportista_476, Especialidad: carrera 3000 m con vallas,   Mejor marca: 481224.0 en Torneo de Sierra Leone, intento 1  Peor marca: 528861.0 en Torneo de South Sudan, intento 1
Deportista: deportista_706, Especialidad: lanzamiento de disco,   Mejor marca: 7900.0 en Torneo de United States, intento 5  Peor marca: 7187.0 en Torneo de Switzerland, intento 7
Deportista: deportista_92, Especialidad: carrera 400 m,   Mejor marca: 43457.0 en Torneo de Burkina Faso, intento 1  Peor marca: 47794.0 en Torneo de Cyprus, intento 1
Deportista: deportista_541, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Virgin Islands (British), intento 5  Peor marca: 606.0 en Torneo de Guyana, intento 7
Deportista: deportista_651, Especialidad: lanzamiento de bala,   Mejor marca: 2521.0 en Torneo de Uruguay, intento 7  Peor marca: 2292.0 en Torneo de Central African Republic, intento 6
Deportista: deportista_532, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Mauritania, intento 4  Peor marca: 606.0 en Torneo de Finland, intento 5
Deportista: deportista_251, Especialidad: carrera 21000 m,   Mejor marca: 3481062.0 en Torneo de Indonesia, intento 1  Peor marca: 3828790.0 en Torneo de Samoa, intento 1
Deportista: deportista_270, Especialidad: carrera 10000 m,   Mejor marca: 1610950.0 en Torneo de Australia, intento 1  Peor marca: 1768818.0 en Torneo de El Salvador, intento 1
Deportista: deportista_436, Especialidad: carrera 400 m con vallas,   Mejor marca: 46199.0 en Torneo de South Africa, intento 1  Peor marca: 50696.0 en Torneo de Chad, intento 1
Deportista: deportista_420, Especialidad: carrera 400 m con vallas,   Mejor marca: 46102.0 en Torneo de Malawi, intento 1  Peor marca: 50696.0 en Torneo de South Africa, intento 1
Deportista: deportista_5, Especialidad: carrera 200 m,   Mejor marca: 19508.0 en Torneo de Kenya, intento 1  Peor marca: 21450.0 en Torneo de Brunei, intento 1
Deportista: deportista_361, Especialidad: carrera 42000 m,   Mejor marca: 7304007.0 en Torneo de Tonga, intento 1  Peor marca: 8027625.0 en Torneo de Sweden, intento 1
Deportista: deportista_459, Especialidad: carrera 3000 m con vallas,   Mejor marca: 481195.0 en Torneo de Armenia, intento 1  Peor marca: 529086.0 en Torneo de Ukraine, intento 1
Deportista: deportista_573, Especialidad: salto largo,   Mejor marca: 956.0 en Torneo de Pakistan, intento 5  Peor marca: 869.0 en Torneo de Spain, intento 1
Deportista: deportista_176, Especialidad: carrera 1500 m,   Mejor marca: 208788.0 en Torneo de Maldives, intento 1  Peor marca: 229585.0 en Torneo de San Marino, intento 1
Deportista: deportista_679, Especialidad: lanzamiento de bala,   Mejor marca: 2516.0 en Torneo de Nicaragua, intento 2  Peor marca: 2291.0 en Torneo de Bulgaria, intento 2
Deportista: deportista_527, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Puerto Rico, intento 10  Peor marca: 606.0 en Torneo de Azerbaijan, intento 4
Deportista: deportista_788, Especialidad: lanzamiento de jabalina,   Mejor marca: 9964.0 en Torneo de Serbia, intento 5  Peor marca: 9067.0 en Torneo de Russia, intento 1
Deportista: deportista_678, Especialidad: lanzamiento de bala,   Mejor marca: 2521.0 en Torneo de Wales, intento 1  Peor marca: 2291.0 en Torneo de Cameroon, intento 1
Deportista: deportista_738, Especialidad: lanzamiento de martillo,   Mejor marca: 8988.0 en Torneo de Suriname, intento 3  Peor marca: 8179.0 en Torneo de Bahrain, intento 7
Deportista: deportista_148, Especialidad: carrera 800 m,   Mejor marca: 101916.0 en Torneo de Cambodia, intento 1  Peor marca: 112041.0 en Torneo de Trinidad and Tobago, intento 1
Deportista: deportista_39, Especialidad: carrera 100 m,   Mejor marca: 9776.0 en Torneo de Congo Republic of the, intento 1  Peor marca: 10734.0 en Torneo de Cambodia, intento 1
Deportista: deportista_680, Especialidad: lanzamiento de bala,   Mejor marca: 2521.0 en Torneo de Burundi, intento 7  Peor marca: 2291.0 en Torneo de Guinea-Bissau, intento 2
Deportista: deportista_432, Especialidad: carrera 400 m con vallas,   Mejor marca: 46178.0 en Torneo de Central African Republic, intento 1  Peor marca: 50699.0 en Torneo de Kenya, intento 1
Deportista: deportista_684, Especialidad: lanzamiento de bala,   Mejor marca: 2519.0 en Torneo de Congo Republic of the, intento 9  Peor marca: 2291.0 en Torneo de Botswana, intento 9
Deportista: deportista_11, Especialidad: carrera 100 m,   Mejor marca: 9764.0 en Torneo de Jordan, intento 1  Peor marca: 10726.0 en Torneo de Micronesia, intento 1
Deportista: deportista_232, Especialidad: carrera 5000 m,   Mejor marca: 772171.0 en Torneo de Myanmar, intento 1  Peor marca: 849044.0 en Torneo de Pakistan, intento 1
Deportista: deportista_565, Especialidad: salto largo,   Mejor marca: 956.0 en Torneo de Virgin Islands (British), intento 2  Peor marca: 869.0 en Torneo de Bolivia, intento 2
Deportista: deportista_81, Especialidad: carrera 200 m,   Mejor marca: 19519.0 en Torneo de China, intento 1  Peor marca: 21441.0 en Torneo de Yemen, intento 1
Deportista: deportista_712, Especialidad: lanzamiento de disco,   Mejor marca: 7905.0 en Torneo de Rwanda, intento 8  Peor marca: 7191.0 en Torneo de Central African Republic, intento 3
Deportista: deportista_692, Especialidad: lanzamiento de disco,   Mejor marca: 7905.0 en Torneo de Chad, intento 3  Peor marca: 7187.0 en Torneo de Myanmar, intento 3
Deportista: deportista_108, Especialidad: carrera 400 m,   Mejor marca: 43458.0 en Torneo de Scotland, intento 1  Peor marca: 47795.0 en Torneo de Sudan, intento 1
Deportista: deportista_526, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Rwanda, intento 1  Peor marca: 606.0 en Torneo de Czechia, intento 1
Deportista: deportista_363, Especialidad: carrera 42000 m,   Mejor marca: 7304424.0 en Torneo de Burundi, intento 1  Peor marca: 8030868.0 en Torneo de Laos, intento 1
Deportista: deportista_705, Especialidad: lanzamiento de disco,   Mejor marca: 7899.0 en Torneo de Gambia, intento 10  Peor marca: 7189.0 en Torneo de Puerto Rico, intento 4
Deportista: deportista_655, Especialidad: lanzamiento de bala,   Mejor marca: 2521.0 en Torneo de Monaco, intento 7  Peor marca: 2293.0 en Torneo de Benin, intento 6
Deportista: deportista_258, Especialidad: carrera 10000 m,   Mejor marca: 1608385.0 en Torneo de Bhutan, intento 1  Peor marca: 1768204.0 en Torneo de Micronesia, intento 1
Deportista: deportista_779, Especialidad: lanzamiento de jabalina,   Mejor marca: 9968.0 en Torneo de Antigua and Barbuda, intento 5  Peor marca: 9067.0 en Torneo de Georgia, intento 1
Deportista: deportista_374, Especialidad: carrera 110 m con vallas,   Mejor marca: 12102.0 en Torneo de Laos, intento 1  Peor marca: 13308.0 en Torneo de Bosnia and Herzegovina, intento 1
Deportista: deportista_400, Especialidad: carrera 110 m con vallas,   Mejor marca: 12098.0 en Torneo de Tonga, intento 1  Peor marca: 13305.0 en Torneo de Eritrea, intento 1
Deportista: deportista_557, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Myanmar, intento 10  Peor marca: 606.0 en Torneo de Equatorial Guinea, intento 4
Deportista: deportista_547, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Romania, intento 5  Peor marca: 606.0 en Torneo de Estonia, intento 4
Deportista: deportista_719, Especialidad: lanzamiento de disco,   Mejor marca: 7904.0 en Torneo de Yemen, intento 6  Peor marca: 7187.0 en Torneo de Suriname, intento 3
Deportista: deportista_311, Especialidad: carrera 21000 m,   Mejor marca: 3488790.0 en Torneo de Guinea, intento 1  Peor marca: 3828892.0 en Torneo de Chile, intento 1
Deportista: deportista_638, Especialidad: salto triple,   Mejor marca: 1996.0 en Torneo de Guyana, intento 10  Peor marca: 1815.0 en Torneo de Marshall Islands, intento 6
Deportista: deportista_577, Especialidad: salto largo,   Mejor marca: 956.0 en Torneo de Antigua and Barbuda, intento 9  Peor marca: 869.0 en Torneo de Iran, intento 8
Deportista: deportista_120, Especialidad: carrera 400 m,   Mejor marca: 43454.0 en Torneo de Argentina, intento 1  Peor marca: 47768.0 en Torneo de South Sudan, intento 1
Deportista: deportista_11, Especialidad: carrera 200 m,   Mejor marca: 19503.0 en Torneo de Greece, intento 1  Peor marca: 21448.0 en Torneo de Morocco, intento 1
Deportista: deportista_446, Especialidad: carrera 3000 m con vallas,   Mejor marca: 481711.0 en Torneo de Marshall Islands, intento 1  Peor marca: 529036.0 en Torneo de Germany, intento 1
Deportista: deportista_715, Especialidad: lanzamiento de disco,   Mejor marca: 7903.0 en Torneo de Albania, intento 6  Peor marca: 7187.0 en Torneo de Turkmenistan, intento 8
Deportista: deportista_130, Especialidad: carrera 800 m,   Mejor marca: 102106.0 en Torneo de Grenada, intento 1  Peor marca: 111994.0 en Torneo de Brazil, intento 1
Deportista: deportista_242, Especialidad: carrera 5000 m,   Mejor marca: 772318.0 en Torneo de Algeria, intento 1  Peor marca: 849207.0 en Torneo de Serbia, intento 1
Deportista: deportista_596, Especialidad: salto triple,   Mejor marca: 1996.0 en Torneo de Canada, intento 1  Peor marca: 1815.0 en Torneo de Paraguay, intento 3
Deportista: deportista_115, Especialidad: carrera 400 m,   Mejor marca: 43467.0 en Torneo de Italy, intento 1  Peor marca: 47791.0 en Torneo de Wales, intento 1
Deportista: deportista_185, Especialidad: carrera 1500 m,   Mejor marca: 208809.0 en Torneo de Finland, intento 1  Peor marca: 229641.0 en Torneo de Comoros, intento 1
Deportista: deportista_305, Especialidad: carrera 42000 m,   Mejor marca: 7308031.0 en Torneo de Egypt, intento 1  Peor marca: 8028469.0 en Torneo de Nauru, intento 1
Deportista: deportista_580, Especialidad: salto largo,   Mejor marca: 956.0 en Torneo de Guinea, intento 10  Peor marca: 870.0 en Torneo de Lebanon, intento 3
Deportista: deportista_192, Especialidad: carrera 1500 m,   Mejor marca: 208884.0 en Torneo de Mali, intento 1  Peor marca: 229430.0 en Torneo de Barbados, intento 1
Deportista: deportista_86, Especialidad: carrera 400 m,   Mejor marca: 43470.0 en Torneo de French Guiana, intento 1  Peor marca: 47776.0 en Torneo de Thailand, intento 1
Deportista: deportista_507, Especialidad: salto largo,   Mejor marca: 956.0 en Torneo de Angola, intento 7  Peor marca: 869.0 en Torneo de Barbados, intento 1
Deportista: deportista_633, Especialidad: salto triple,   Mejor marca: 1996.0 en Torneo de Puerto Rico, intento 3  Peor marca: 1815.0 en Torneo de Armenia, intento 5
Deportista: deportista_487, Especialidad: salto de altura,   Mejor marca: 261.0 en Torneo de Vanuatu, intento 3  Peor marca: 237.0 en Torneo de Sri Lanka, intento 5
Deportista: deportista_501, Especialidad: salto de altura,   Mejor marca: 261.0 en Torneo de Uruguay, intento 8  Peor marca: 237.0 en Torneo de Andorra, intento 10
Deportista: deportista_283, Especialidad: carrera 10000 m,   Mejor marca: 1609953.0 en Torneo de Vietnam, intento 1  Peor marca: 1767971.0 en Torneo de Bahrain, intento 1
Deportista: deportista_220, Especialidad: carrera 5000 m,   Mejor marca: 772128.0 en Torneo de Saudi Arabia, intento 1  Peor marca: 848817.0 en Torneo de Bahamas, intento 1
Deportista: deportista_151, Especialidad: carrera 800 m,   Mejor marca: 101895.0 en Torneo de Malawi, intento 1  Peor marca: 112043.0 en Torneo de Pakistan, intento 1
Deportista: deportista_512, Especialidad: salto de altura,   Mejor marca: 261.0 en Torneo de South Africa, intento 6  Peor marca: 237.0 en Torneo de Belarus, intento 9
Deportista: deportista_95, Especialidad: carrera 400 m,   Mejor marca: 43464.0 en Torneo de Belize, intento 1  Peor marca: 47793.0 en Torneo de Haiti, intento 1
Deportista: deportista_594, Especialidad: salto largo,   Mejor marca: 956.0 en Torneo de Panama, intento 8  Peor marca: 869.0 en Torneo de Guatemala, intento 8
Deportista: deportista_38, Especialidad: carrera 100 m,   Mejor marca: 9779.0 en Torneo de Mongolia, intento 1  Peor marca: 10718.0 en Torneo de Costa Rica, intento 1
Deportista: deportista_90, Especialidad: carrera 400 m,   Mejor marca: 43458.0 en Torneo de Japan, intento 1  Peor marca: 47783.0 en Torneo de Russia, intento 1
Deportista: deportista_357, Especialidad: carrera 42000 m,   Mejor marca: 7306648.0 en Torneo de Ecuador, intento 1  Peor marca: 8027315.0 en Torneo de Iceland, intento 1
Deportista: deportista_74, Especialidad: carrera 200 m,   Mejor marca: 19507.0 en Torneo de Tonga, intento 1  Peor marca: 21438.0 en Torneo de Mexico, intento 1
Deportista: deportista_280, Especialidad: carrera 10000 m,   Mejor marca: 1608063.0 en Torneo de Luxembourg, intento 1  Peor marca: 1768314.0 en Torneo de Netherlands, intento 1
Deportista: deportista_98, Especialidad: carrera 400 m con vallas,   Mejor marca: 46127.0 en Torneo de Maldives, intento 1  Peor marca: 50664.0 en Torneo de Zimbabwe, intento 1
Deportista: deportista_289, Especialidad: carrera 21000 m,   Mejor marca: 3485931.0 en Torneo de Indonesia, intento 1  Peor marca: 3826137.0 en Torneo de Congo Democratic Republic of the, intento 1
Deportista: deportista_41, Especialidad: carrera 100 m,   Mejor marca: 9760.0 en Torneo de Brunei, intento 1  Peor marca: 10735.0 en Torneo de Dominican Republic, intento 1
Deportista: deportista_99, Especialidad: carrera 400 m con vallas,   Mejor marca: 46102.0 en Torneo de Tuvalu, intento 1  Peor marca: 50676.0 en Torneo de Antigua and Barbuda, intento 1
Deportista: deportista_690, Especialidad: lanzamiento de disco,   Mejor marca: 7904.0 en Torneo de Israel, intento 4  Peor marca: 7192.0 en Torneo de Sao Tome and Principe, intento 3
Deportista: deportista_614, Especialidad: salto triple,   Mejor marca: 1996.0 en Torneo de United Arab Emirates, intento 4  Peor marca: 1814.0 en Torneo de Croatia, intento 5
Deportista: deportista_21, Especialidad: carrera 100 m,   Mejor marca: 9764.0 en Torneo de Sri Lanka, intento 1  Peor marca: 10735.0 en Torneo de Panama, intento 1
Deportista: deportista_508, Especialidad: salto de altura,   Mejor marca: 261.0 en Torneo de Tajikistan, intento 6  Peor marca: 237.0 en Torneo de Bahrain, intento 10
Deportista: deportista_468, Especialidad: carrera 3000 m con vallas,   Mejor marca: 481179.0 en Torneo de Kenya, intento 1  Peor marca: 528800.0 en Torneo de Oman, intento 1
Deportista: deportista_191, Especialidad: carrera 1500 m,   Mejor marca: 208809.0 en Torneo de Togo, intento 1  Peor marca: 229539.0 en Torneo de Belize, intento 1
Deportista: deportista_133, Especialidad: carrera 800 m,   Mejor marca: 101921.0 en Torneo de Zambia, intento 1  Peor marca: 112033.0 en Torneo de Bahamas, intento 1
Deportista: deportista_138, Especialidad: carrera 800 m,   Mejor marca: 102083.0 en Torneo de Tunisia, intento 1  Peor marca: 112070.0 en Torneo de Bulgaria, intento 1
Deportista: deportista_700, Especialidad: lanzamiento de disco,   Mejor marca: 7904.0 en Torneo de Peru, intento 10  Peor marca: 7186.0 en Torneo de Burkina Faso, intento 9
Deportista: deportista_639, Especialidad: salto triple,   Mejor marca: 1994.0 en Torneo de Namibia, intento 1  Peor marca: 1814.0 en Torneo de Haiti, intento 10
Deportista: deportista_545, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Sudan, intento 2  Peor marca: 606.0 en Torneo de Bahamas, intento 5
Deportista: deportista_537, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Uruguay, intento 7  Peor marca: 606.0 en Torneo de Bosnia and Herzegovina, intento 4
Deportista: deportista_672, Especialidad: lanzamiento de bala,   Mejor marca: 2521.0 en Torneo de Suriname, intento 2  Peor marca: 2291.0 en Torneo de Indonesia, intento 8
Deportista: deportista_314, Especialidad: carrera 21000 m,   Mejor marca: 3482942.0 en Torneo de Azerbaijan, intento 1  Peor marca: 3827260.0 en Torneo de Marshall Islands, intento 1
Deportista: deportista_274, Especialidad: carrera 21000 m,   Mejor marca: 3481292.0 en Torneo de Sri Lanka, intento 1  Peor marca: 3828021.0 en Torneo de Finland, intento 1
Deportista: deportista_68, Especialidad: carrera 200 m,   Mejor marca: 19514.0 en Torneo de Lebanon, intento 1  Peor marca: 21446.0 en Torneo de Solomon Islands, intento 1
Deportista: deportista_689, Especialidad: lanzamiento de disco,   Mejor marca: 7903.0 en Torneo de Sierra Leone, intento 10  Peor marca: 7186.0 en Torneo de Guinea, intento 5
Deportista: deportista_711, Especialidad: lanzamiento de disco,   Mejor marca: 7905.0 en Torneo de Zimbabwe, intento 10  Peor marca: 7188.0 en Torneo de Malta, intento 5
Deportista: deportista_2, Especialidad: carrera 100 m,   Mejor marca: 9760.0 en Torneo de Puerto Rico, intento 1  Peor marca: 10736.0 en Torneo de Libya, intento 1
Deportista: deportista_167, Especialidad: carrera 1500 m,   Mejor marca: 208780.0 en Torneo de Guatemala, intento 1  Peor marca: 229577.0 en Torneo de Kiribati, intento 1
Deportista: deportista_708, Especialidad: lanzamiento de disco,   Mejor marca: 7905.0 en Torneo de French Guiana, intento 8  Peor marca: 7190.0 en Torneo de Iraq, intento 7
Deportista: deportista_221, Especialidad: carrera 5000 m,   Mejor marca: 772938.0 en Torneo de Vietnam, intento 1  Peor marca: 849067.0 en Torneo de Benin, intento 1
Deportista: deportista_174, Especialidad: carrera 1500 m,   Mejor marca: 208809.0 en Torneo de Albania, intento 1  Peor marca: 229624.0 en Torneo de Panama, intento 1
Deportista: deportista_548, Especialidad: salto con pertiga,   Mejor marca: 667.0 en Torneo de Saudi Arabia, intento 10  Peor marca: 606.0 en Torneo de Saint Kitts and Nevis, intento 4
Deportista: deportista_796, Especialidad: lanzamiento de jabalina,   Mejor marca: 9968.0 en Torneo de Oman, intento 10  Peor marca: 9061.0 en Torneo de Senegal, intento 3
Deportista: deportista_318, Especialidad: carrera 21000 m,   Mejor marca: 3482183.0 en Torneo de Uganda, intento 1  Peor marca: 3827475.0 en Torneo de Belgium, intento 1
Deportista: deportista_320, Especialidad: carrera 21000 m,   Mejor marca: 3483042.0 en Torneo de Guinea-Bissau, intento 1  Peor marca: 3827062.0 en Torneo de Virgin Islands (British), intento 1
Deportista: deportista_378, Especialidad: carrera 110 m con vallas,   Mejor marca: 12106.0 en Torneo de Namibia, intento 1  Peor marca: 13301.0 en Torneo de Kosovo, intento 1
Deportista: deportista_218, Especialidad: carrera 21000 m,   Mejor marca: 3484137.0 en Torneo de Vatican City, intento 1  Peor marca: 3826954.0 en Torneo de Cambodia, intento 1
Deportista: deportista_427, Especialidad: carrera 400 m con vallas,   Mejor marca: 46113.0 en Torneo de Kazakhstan, intento 1  Peor marca: 50699.0 en Torneo de Mexico, intento 1
Deportista: deportista_23, Especialidad: carrera 100 m,   Mejor marca: 9760.0 en Torneo de Suriname, intento 1  Peor marca: 10732.0 en Torneo de Mauritius, intento 1
Deportista: deportista_412, Especialidad: carrera 400 m con vallas,   Mejor marca: 46099.0 en Torneo de Chile, intento 1  Peor marca: 50702.0 en Torneo de Lithuania, intento 1
